City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,korla,41.7597,86.1469,-2.47,35,77,1.22,CN,1670300287
367,rorvik,64.8621,11.2373,2.06,75,40,6.69,NO,1670300043
368,jibuti,11.5,42.5,19.7,73,18,5.93,DJ,1670300288
369,malumfashi,11.7853,7.6218,16.89,22,76,4.66,NG,1670300288
370,visby,57.6409,18.296,0.46,100,100,0.0,SE,1670300288
371,lakes entrance,-37.8811,147.981,16.23,58,23,4.71,AU,1670300289
372,kupino,54.3663,77.2981,-21.04,100,63,0.04,RU,1670300289
373,kushima,31.4583,131.2333,13.35,54,1,4.72,JP,1670300290
374,airai,-8.9266,125.4092,26.74,29,38,1.18,TL,1670300290
375,ardahan,41.1087,42.7022,-4.16,89,69,1.13,TR,1670300291
376,buala,-8.145,159.5921,29.14,71,92,2.07,SB,1670300292
377,ahuimanu,21.4447,-157.8378,25.84,83,20,3.09,US,1670300292
378,broome,42.2506,-75.833,3.16,63,0,5.14,US,1670300293
379,saulkrasti,57.2622,24.4147,-4.49,93,100,4.86,LV,1670300293
380,belyy yar,53.6039,91.3903,-26.06,84,14,0.0,RU,1670300294
381,homa bay,-0.5273,34.4571,18.22,77,100,1.98,KE,1670300295
382,ambon,-3.6954,128.1814,31.08,70,40,3.6,ID,1670300295
383,mapiripan,2.8892,-72.1256,22.89,87,47,1.5,CO,1670300296
384,kangaatsiaq,68.3065,-53.4641,-4.15,82,83,4.15,GL,1670300296
385,siilinjarvi,63.0833,27.6667,-2.99,93,100,6.69,FI,1670300296
386,port-cartier,50.0334,-66.8654,2.12,87,100,3.26,CA,1670300297
387,swellendam,-34.0226,20.4417,14.26,70,70,1.89,ZA,1670300297
388,ucluelet,48.9329,-125.5528,4.49,87,100,1.31,CA,1670300237
389,zhuhai,22.2769,113.5678,16.88,77,40,8.75,CN,1670300233
390,sorbhog,26.5,90.8667,21.58,47,0,2.64,IN,1670300298
391,saint-augustin,51.226,-58.6502,-5.38,87,14,0.99,CA,1670300299
392,ponta do sol,32.6667,-17.1,19.35,74,100,1.77,PT,1670300299
393,bilibino,68.0546,166.4372,-17.17,72,100,2.9,RU,1670300300
394,maraa,-1.8333,-65.3667,22.69,98,94,0.24,BR,1670300300
395,qaqortoq,60.7167,-46.0333,-0.22,78,100,4.16,GL,1670300301
396,san policarpo,12.1791,125.5072,27.74,80,99,4.65,PH,1670300061
397,taonan,45.3333,122.7833,-7.18,38,56,8.57,CN,1670300302
398,bedele,8.456,36.353,13.02,73,76,0.54,ET,1670300302
399,atar,20.5169,-13.0499,21.75,27,29,1.7,MR,1670300303
400,burnie,-41.0667,145.9167,16.64,45,5,5.65,AU,1670300303
401,dwarka,22.2394,68.9678,24.48,38,0,5.67,IN,1670300304
402,saldanha,-33.0117,17.9442,15.44,84,12,4.24,ZA,1670300304
403,mazyr,52.0495,29.2456,-10.49,93,68,4.35,BY,1670300305
404,karlstad,59.3793,13.5036,-6.69,93,99,1.54,SE,1670300305
405,kroya,-7.6331,109.2461,28.45,74,100,2.21,ID,1670300307
406,sitka,57.0531,-135.33,2.94,87,100,2.06,US,1670300307
407,paamiut,61.994,-49.6678,3.05,82,100,15.12,GL,1670300303
408,puerto baquerizo moreno,-0.9,-89.6,20.39,81,37,3.45,EC,1670300308
409,beringovskiy,63.05,179.3167,-2.51,77,53,9.57,RU,1670300308
410,sabinas,27.85,-101.1167,20.16,80,60,2.46,MX,1670300309
411,tambilil,5.9622,124.6697,30.94,66,82,2.14,PH,1670300309
412,dongying,37.4564,118.4856,5.1,26,0,3.09,CN,1670300310
413,culaman,5.9603,125.6586,29.08,69,52,4.85,PH,1670300310
414,kasongo,-4.45,26.6667,18.13,97,100,0.34,CD,1670300168
415,palu,-0.8917,119.8707,30.12,76,97,1.21,ID,1670300311
416,san quintin,30.4833,-115.95,15.11,70,0,6.91,MX,1670300311
417,mnogovershinnyy,53.9353,139.9242,-17.8,87,78,2.85,RU,1670300312
418,karoi,-16.8099,29.6925,20.64,57,67,2.0,ZW,1670300312
419,casian,11.035,119.7136,28.34,77,40,7.93,PH,1670300312
420,panama city,8.9936,-79.5197,25.07,82,20,1.54,PA,1670300145
421,gazanjyk,39.2446,55.5154,-3.94,50,1,3.95,TM,1670300313
422,brownwood,31.7093,-98.9912,19.0,88,100,4.91,US,1670300314
423,baykit,61.67,96.37,-14.93,95,92,2.79,RU,1670300314
424,kamloops,50.6665,-120.3192,-13.2,98,74,0.31,CA,1670300105
425,polson,47.6936,-114.1632,-5.13,98,86,1.79,US,1670300315
426,port macquarie,-31.4333,152.9167,24.94,64,27,7.65,AU,1670300027
427,kokstad,-30.5472,29.4241,10.14,82,1,1.08,ZA,1670300316
428,krasnooktyabrskiy,44.9328,38.3712,-2.73,74,67,5.06,RU,1670300316
429,ugra,54.7777,34.3267,-7.9,81,100,3.33,RU,1670300316
430,kahului,20.8947,-156.47,25.01,78,40,1.54,US,1670300308
431,codrington,-38.2667,141.9667,16.41,62,58,4.75,AU,1670300317
432,parintins,-2.6283,-56.7358,23.6,87,89,0.82,BR,1670300317
433,springbok,-29.6643,17.8865,9.46,71,27,1.05,ZA,1670300318
434,ponta delgada,37.7333,-25.6667,17.4,67,20,6.17,PT,1670300318
435,taltal,-25.4,-70.4833,17.1,83,37,1.17,CL,1670300319
436,leh,34.1667,77.5833,-6.2,42,100,1.43,IN,1670300319
437,novoagansk,61.9449,76.6625,-13.74,96,99,3.16,RU,1670300320
438,zasova,49.4741,18.0444,4.79,99,100,0.54,CZ,1670300320
439,williams lake,52.1415,-122.1445,-15.39,98,86,0.34,CA,1670300136
440,awbari,26.5921,12.7805,18.4,22,1,4.52,LY,1670300321
441,pilar,-9.5972,-35.9567,21.96,93,6,1.11,BR,1670300321
442,malinovoye ozero,51.6753,79.7825,-20.52,96,83,2.22,RU,1670300322
443,puerto colombia,10.9878,-74.9547,26.05,81,73,9.13,CO,1670300322
444,brantford,43.1334,-80.2664,6.02,57,100,0.89,CA,1670300323
445,mongo,12.1844,18.693,21.31,20,20,3.01,TD,1670300323
446,salalah,17.0151,54.0924,23.05,53,20,3.09,OM,1670300324
447,samarai,-10.6167,150.6667,28.86,68,91,4.21,PG,1670300324
448,ibra,22.6906,58.5334,20.47,53,0,0.33,OM,1670300324
449,banda aceh,5.5577,95.3222,26.65,75,99,1.8,ID,1670300325
450,anadyr,64.75,177.4833,-1.72,74,20,8.0,RU,1670300325
451,olafsvik,64.8945,-23.7142,3.99,80,58,3.01,IS,1670300103
452,waddan,29.1614,16.139,18.28,23,14,3.05,LY,1670300326
453,ancud,-41.8697,-73.8203,11.92,95,62,1.48,CL,1670300326
454,lumphat,13.4878,106.9816,31.61,49,34,4.77,KH,1670300327
455,whitehorse,60.7161,-135.0538,-14.57,85,100,1.54,CA,1670300219
456,faya,18.3851,42.4509,9.06,53,0,1.12,SA,1670300327
457,alihe,50.5667,123.7167,-11.17,71,92,3.16,CN,1670300328
458,haines junction,60.7522,-137.5108,-23.03,77,77,1.03,CA,1670300271
459,kikwit,-5.041,18.8162,20.16,92,94,1.05,CD,1670300328
460,nautla,20.2167,-96.7833,22.58,89,0,5.18,MX,1670300329
461,nueve de julio,-35.4444,-60.8831,24.98,49,13,3.13,AR,1670300174
462,hobyo,5.3505,48.5268,26.29,81,64,9.04,SO,1670300330
463,hambantota,6.1241,81.1185,25.21,83,100,3.22,LK,1670300330
464,broken hill,-31.95,141.4333,26.2,23,85,2.3,AU,1670300267
465,hami,42.8,93.45,-3.14,35,100,0.59,CN,1670300331
466,sept-iles,50.2001,-66.3821,2.29,82,100,2.57,CA,1670300331
467,appleton,44.2619,-88.4154,0.5,76,100,5.14,US,1670300106
468,chumikan,54.7183,135.315,-16.16,75,31,9.6,RU,1670300332
469,novikovo,51.1537,37.8879,-8.24,56,37,2.68,RU,1670300333
470,acarigua,9.5545,-69.1956,21.47,77,18,2.76,VE,1670300333
471,formosa,-26.1775,-58.1781,25.99,78,0,1.54,AR,1670300334
472,vestmanna,62.1564,-7.1664,2.51,60,100,7.2,FO,1670300334
473,naantali,60.4674,22.0243,1.59,93,100,1.03,FI,1670300334
474,kilosa,-6.8333,36.9833,21.75,84,100,0.17,TZ,1670300335
475,marystown,47.1666,-55.1483,2.02,89,40,3.74,CA,1670300335
476,jining,35.405,116.5814,8.18,35,38,2.96,CN,1670300336
477,maturin,9.75,-63.1767,20.63,94,19,1.76,VE,1670300336
478,alofi,-19.0595,-169.9187,28.94,65,34,3.6,NU,1670300337
479,tekeli,44.83,78.8239,-7.17,90,100,1.78,KZ,1670300337
480,dicabisagan,17.0818,122.4157,26.67,82,56,3.52,PH,1670300337
481,bubaque,11.2833,-15.8333,26.16,73,8,3.37,GW,1670300338
482,kemijarvi,66.7131,27.4306,-3.1,94,100,4.98,FI,1670300338
483,pointe-noire,-4.7761,11.8635,25.13,90,100,2.31,CG,1670300339
484,harper,4.375,-7.7169,25.24,88,91,1.97,LR,1670300339
485,olga,43.7444,135.2892,-4.82,43,0,1.79,RU,1670300340
486,tiznit,29.5833,-9.5,13.19,85,100,0.35,MA,1670300096
487,mbandaka,0.0487,18.2603,20.98,96,92,1.76,CD,1670300340
488,northam,51.0333,-4.2167,6.33,82,100,6.96,GB,1670300341
489,ekhabi,53.5102,142.9671,-13.7,87,100,4.86,RU,1670300341
490,bagnols-sur-ceze,44.1599,4.6178,4.12,87,99,2.96,FR,1670300342
491,belaya gora,68.5333,146.4167,-41.21,97,35,0.56,RU,1670300342
492,suez,29.9737,32.5263,16.08,69,54,2.71,EG,1670300343
493,sovetskiy,61.3614,63.5842,-16.69,98,89,2.32,RU,1670300343
494,rawlins,41.7911,-107.2387,-2.06,59,100,6.69,US,1670300344
495,krasnoselkup,65.7,82.4667,-10.52,95,100,5.28,RU,1670300344
496,bairiki,1.3292,172.9752,30.0,74,40,4.63,KI,1670300345
497,north bend,43.4065,-124.2243,8.29,97,100,2.06,US,1670300135
498,komsomolskiy,40.4272,71.7189,-0.6,74,75,2.06,UZ,1670300345
499,port hedland,-20.3167,118.5667,38.03,34,46,8.75,AU,1670300346
500,sao jose da coroa grande,-8.8978,-35.1478,24.28,85,10,3.49,BR,1670300235
501,hokitika,-42.7167,170.9667,16.51,66,34,4.3,NZ,1670300347
502,cubuk,40.2386,33.0322,2.65,86,40,1.03,TR,1670300347
503,lixourion,38.2019,20.4314,14.79,87,100,3.88,GR,1670300348
504,lata,40.1629,-8.3327,11.15,92,100,0.82,PT,1670300349
505,maltahohe,-24.8333,16.9833,13.17,27,0,3.07,NA,1670300349
506,port arthur,38.8,121.2667,6.12,39,0,11.79,CN,1670300176
507,coihaique,-45.5752,-72.0662,9.97,57,0,2.57,CL,1670300350
508,matongo,-2.3833,34.0833,17.72,85,100,0.97,TZ,1670300350
509,anito,12.4497,125.2886,28.13,77,62,4.2,PH,1670300350
510,le port,-20.9373,55.2919,28.98,71,100,2.25,RE,1670300351
511,biak,-0.9131,122.8766,28.58,61,98,2.09,ID,1670300351
512,kaabong,3.4836,34.1492,18.2,66,82,4.24,UG,1670300352
513,saint-joseph,-21.3667,55.6167,25.21,77,96,4.58,RE,1670300352
514,portel,-1.9356,-50.8211,22.59,93,94,1.29,BR,1670300124
515,sainte-adele,45.9501,-74.1325,3.03,76,100,1.67,CA,1670300230
516,harker heights,31.0835,-97.6597,20.9,86,0,4.63,US,1670300353
517,wau,7.7029,27.9953,22.84,36,4,2.26,SS,1670300354
518,avera,33.194,-82.5271,12.43,98,100,3.97,US,1670300354
519,fukue,32.6881,128.8419,11.2,50,75,6.69,JP,1670300355
520,dingle,10.9995,122.6711,28.95,70,30,5.77,PH,1670300355
521,uvinza,-5.1036,30.3911,17.07,97,100,0.94,TZ,1670300356
522,ieper,50.8511,2.8857,4.43,95,100,1.55,BE,1670300356
523,batman,37.8874,41.1322,3.89,100,100,2.06,TR,1670300357
524,abong mbang,3.9833,13.1833,19.14,90,71,0.6,CM,1670300357
525,kazanskoye,55.6448,69.235,-22.54,100,59,1.03,RU,1670300357
526,lujan,-34.5703,-59.105,25.57,60,0,3.97,AR,1670300358
527,cumberland,35.0502,-78.8664,11.1,78,100,1.54,US,1670300358
528,ambilobe,-13.2,49.05,26.23,71,3,1.21,MG,1670300359
529,flinders,-34.5833,150.8552,20.14,63,53,4.69,AU,1670300359
530,karachi,24.9056,67.0822,17.9,55,0,2.57,PK,1670300062
531,havre-saint-pierre,50.2334,-63.5986,2.0,80,75,7.2,CA,1670300360
532,abilene,32.4487,-99.7331,19.12,71,0,6.17,US,1670300120
533,port-gentil,-0.7193,8.7815,27.05,78,100,3.54,GA,1670300361
534,puri,19.8,85.85,24.29,46,3,4.61,IN,1670300361
535,liverpool,53.4106,-2.9779,3.49,88,75,3.09,GB,1670300308
536,itoigawa,37.0333,137.85,12.79,84,79,9.44,JP,1670300232
537,vila do maio,15.1333,-23.2167,21.44,70,22,3.21,CV,1670300362
538,kropotkin,45.4375,40.5756,-4.18,76,10,8.55,RU,1670300362
539,port shepstone,-30.7414,30.455,18.13,70,1,3.63,ZA,1670300363
540,antalaha,-14.9003,50.2788,25.32,68,83,2.44,MG,1670300270
541,loiza,18.4313,-65.8802,26.99,72,40,6.17,PR,1670300363
542,pavlodar,52.3,76.95,-24.11,70,100,1.0,KZ,1670300364
543,auki,-8.7676,160.7034,28.86,72,100,0.71,SB,1670300364
544,huarmey,-10.0681,-78.1522,18.95,86,69,3.31,PE,1670300365
545,caravelas,-17.7125,-39.2481,21.74,92,92,2.16,BR,1670300366
546,kaniama,-7.5667,24.1833,17.15,97,100,0.44,CD,1670300366
547,itapolis,-21.5956,-48.8128,21.47,83,100,2.44,BR,1670300366
548,xiongyue,40.1774,122.1228,0.96,36,0,6.56,CN,1670300367
549,luhyny,51.082,28.4006,-8.19,92,20,4.8,UA,1670300367
550,anloga,5.7947,0.8973,26.91,84,70,4.07,GH,1670300368
551,seoul,37.5683,126.9778,4.76,56,20,1.54,KR,1670300029
552,verkhnyaya inta,65.9811,60.3094,-17.51,97,49,2.97,RU,1670300369
553,angola,-12.5,18.5,15.72,98,97,1.1,AO,1670300369
554,poum,-20.2333,164.0167,27.47,79,100,5.98,NC,1670300370
555,hovd,48.0056,91.6419,-13.27,67,18,0.42,MN,1670300370
556,zhoucheng,35.9122,116.3117,7.64,32,44,2.85,CN,1670300370
557,mfou,3.7159,11.6427,19.4,97,54,0.87,CM,1670300371
558,taksimo,56.3444,114.8794,-12.79,88,100,1.77,RU,1670300371
559,road town,18.4167,-64.6167,26.05,63,31,8.35,VG,1670300372
560,moerai,-22.4333,-151.3333,25.14,80,88,5.55,PF,1670300372
561,aitape,-3.1374,142.3475,26.73,80,100,1.97,PG,1670300373
562,jaffna,9.6685,80.0074,27.19,75,100,5.64,LK,1670300373
563,kuryk,43.2,51.65,-4.96,45,0,1.7,KZ,1670300149
564,oistins,13.0667,-59.5333,22.51,88,20,3.09,BB,1670300374
565,ribeira brava,32.65,-17.0667,19.35,75,100,1.82,PT,1670300374
566,casablanca,33.5928,-7.6192,16.01,88,55,4.59,MA,1670300150
567,okhotsk,59.3833,143.3,-25.65,79,100,3.92,RU,1670300375
568,el estor,15.5333,-89.35,20.77,94,0,0.59,GT,1670300375
569,mazatlan,23.2167,-106.4167,23.34,94,75,0.45,MX,1670300246
570,kingaroy,-26.5333,151.8333,33.48,22,0,5.34,AU,1670300376
571,tual,-5.6667,132.75,28.38,68,97,2.95,ID,1670300376
572,pandamatenga,-18.5278,25.627,24.13,43,97,1.64,BW,1670300087
573,puerto del rosario,28.5004,-13.8627,16.86,88,20,2.57,ES,1670300336
574,barabinsk,55.3571,78.357,-24.71,96,39,1.09,RU,1670300377
575,muros,42.7762,-9.0603,10.05,94,85,1.61,ES,1670300338
576,daloa,6.8774,-6.4502,22.08,95,97,1.15,CI,1670300378
577,nayudupeta,13.9,79.9,26.49,69,40,3.78,IN,1670300378
578,pedara,37.6169,15.0567,8.04,79,20,4.12,IT,1670300379
579,kutum,14.2,24.6667,13.11,34,0,5.37,SD,1670300379
580,coquimbo,-29.9533,-71.3436,14.85,88,0,1.03,CL,1670300180
581,xuanwu,32.069,118.8138,9.97,43,24,1.44,CN,1670300380
582,plettenberg bay,-34.0527,23.3716,15.39,73,100,1.76,ZA,1670300380
583,kizema,61.113,44.8302,-12.14,96,100,2.6,RU,1670300381
584,sulangan,11.1373,123.7228,27.8,72,11,3.97,PH,1670300381
